,timestamp,FCR_N_PriceEUR
166,2017-01-07 22:00:00+00:00,18.36
167,2017-01-07 23:00:00+00:00,48.8
168,2017-01-08 00:00:00+00:00,48.64
169,2017-01-08 01:00:00+00:00,50.04
170,2017-01-08 02:00:00+00:00,49.93
171,2017-01-08 03:00:00+00:00,49.87
172,2017-01-08 04:00:00+00:00,49.56
173,2017-01-08 05:00:00+00:00,43.43
174,2017-01-08 06:00:00+00:00,39.67
175,2017-01-08 07:00:00+00:00,24.32
176,2017-01-08 08:00:00+00:00,13.84
177,2017-01-08 09:00:00+00:00,13.76
178,2017-01-08 10:00:00+00:00,13.76
179,2017-01-08 11:00:00+00:00,13.44
180,2017-01-08 12:00:00+00:00,13.43
181,2017-01-08 13:00:00+00:00,13.43
182,2017-01-08 14:00:00+00:00,13.39
183,2017-01-08 15:00:00+00:00,13.56
184,2017-01-08 16:00:00+00:00,13.62
185,2017-01-08 17:00:00+00:00,13.8
186,2017-01-08 18:00:00+00:00,13.75
187,2017-01-08 19:00:00+00:00,13.95
188,2017-01-08 20:00:00+00:00,15.53
189,2017-01-08 21:00:00+00:00,20.51
190,2017-01-08 22:00:00+00:00,20.51
191,2017-01-08 23:00:00+00:00,52.07
192,2017-01-09 00:00:00+00:00,51.23
193,2017-01-09 01:00:00+00:00,51.7
194,2017-01-09 02:00:00+00:00,50.0
195,2017-01-09 03:00:00+00:00,50.11
196,2017-01-09 04:00:00+00:00,47.28
197,2017-01-09 05:00:00+00:00,45.98
198,2017-01-09 06:00:00+00:00,27.37
199,2017-01-09 07:00:00+00:00,21.71
200,2017-01-09 08:00:00+00:00,13.78
201,2017-01-09 09:00:00+00:00,13.76
202,2017-01-09 10:00:00+00:00,13.73
203,2017-01-09 11:00:00+00:00,13.7
204,2017-01-09 12:00:00+00:00,13.6
205,2017-01-09 13:00:00+00:00,13.45
206,2017-01-09 14:00:00+00:00,13.36
207,2017-01-09 15:00:00+00:00,13.44
208,2017-01-09 16:00:00+00:00,13.54
209,2017-01-09 17:00:00+00:00,13.8
210,2017-01-09 18:00:00+00:00,13.62
211,2017-01-09 19:00:00+00:00,13.62
212,2017-01-09 20:00:00+00:00,15.62
213,2017-01-09 21:00:00+00:00,20.3
214,2017-01-09 22:00:00+00:00,19.94
215,2017-01-09 23:00:00+00:00,48.78
216,2017-01-10 00:00:00+00:00,48.43
217,2017-01-10 01:00:00+00:00,48.61
218,2017-01-10 02:00:00+00:00,48.36
219,2017-01-10 03:00:00+00:00,48.13
220,2017-01-10 04:00:00+00:00,37.32
221,2017-01-10 05:00:00+00:00,35.1
222,2017-01-10 06:00:00+00:00,15.49
223,2017-01-10 07:00:00+00:00,12.87
224,2017-01-10 08:00:00+00:00,12.39
225,2017-01-10 09:00:00+00:00,12.38
226,2017-01-10 10:00:00+00:00,12.39
227,2017-01-10 11:00:00+00:00,11.33
228,2017-01-10 12:00:00+00:00,11.32
229,2017-01-10 13:00:00+00:00,11.35
230,2017-01-10 14:00:00+00:00,11.44
231,2017-01-10 15:00:00+00:00,11.39
232,2017-01-10 16:00:00+00:00,11.42
233,2017-01-10 17:00:00+00:00,11.51
234,2017-01-10 18:00:00+00:00,11.77
235,2017-01-10 19:00:00+00:00,12.14
236,2017-01-10 20:00:00+00:00,15.93
237,2017-01-10 21:00:00+00:00,17.76
238,2017-01-10 22:00:00+00:00,21.63
239,2017-01-10 23:00:00+00:00,47.38
240,2017-01-11 00:00:00+00:00,47.3
241,2017-01-11 01:00:00+00:00,47.45
242,2017-01-11 02:00:00+00:00,46.97
243,2017-01-11 03:00:00+00:00,47.49
244,2017-01-11 04:00:00+00:00,41.79
245,2017-01-11 05:00:00+00:00,36.48
246,2017-01-11 06:00:00+00:00,15.27
247,2017-01-11 07:00:00+00:00,13.61
248,2017-01-11 08:00:00+00:00,13.02
249,2017-01-11 09:00:00+00:00,13.0
250,2017-01-11 10:00:00+00:00,13.0
251,2017-01-11 11:00:00+00:00,12.84
252,2017-01-11 12:00:00+00:00,12.82
253,2017-01-11 13:00:00+00:00,12.82
254,2017-01-11 14:00:00+00:00,12.86
255,2017-01-11 15:00:00+00:00,12.85
256,2017-01-11 16:00:00+00:00,13.54
257,2017-01-11 17:00:00+00:00,13.08
258,2017-01-11 18:00:00+00:00,13.2
259,2017-01-11 19:00:00+00:00,13.11
